tweet,label
"Army to combat COVID-19 by ignoring it, punishing soldiers who follow testing directives https://t.co/LaS5J8Q2Ib",fake
"I am calling on every CEO in America to publicly commit now to not buying back their company's stock over the course of the next year. As workers face the physical and economic consequences of the coronavirus, our corporate leaders cannot cede responsibility for their employees.",fake
ICMR set to start multi-centric study to evaluate efficacy of BCG vaccine against COVID19 in elderly https://t.co/GS9BiGJpov,real
The Nobel Prize winner for inventing the PCR method says it is not suitable for virus detection.,fake
Hundreds of sampoerna cigarette factory workers have COVID-19.,fake
Very intriguing possibility that mood changes and anxiety may be a function of invasion of the #coronavirus into the CNS and brain. https://t.co/q5kwqJmFRt,real
Maharashtra Legislative Assembly member Jitendra Awhad tested positive with coronavirus.,fake
COVID-19 is a thrombosis caused by bacteria. The cure was found in Italy.,fake
McDonalds Announces That They Will Be Making Coronavirus Testing Kits Available https://t.co/bjTWDCnH4O #mcdonalds #coronavirus #idea,fake
#CoronaVirusUpdates India records Highest ever single day peak of 63631 #COVID19 recoveries. #IndiaFightsCorona as Total recoveries cross 22 lakh. Recoveries exceed the active cases by more than 15 lakh. https://t.co/XBY3Er8K0P https://t.co/VDQSv7xVUB,real
Photographs of Italians who prostrate in the middle of the coronavirus pandemic.,fake
Today another significant cluster that was associated with an Aged Residential care facility in Hamilton has closed. Only 3 clusters remain open. Yesterday our laboratories completed 4936 tests Bringing the total completed to date to 321187.,real
"@C4ETech @thatAmartya The thing they are doing here in Dehradun to recover is that
1. Mix betadine in a glass of water and gargle with it. This inhibits the spread of virus from throat to lungs
2. Take immunity tablets like Coronil to keep your system strong
God bless you...TC Ash",fake
Countries with more PCR testing have more deaths.,fake
Argentinian doctor Mühlberger has the cure against COVID-19,fake
#IndiaFightsCorona: Apart from stickers on alternate seats @OfficialDMRC is now further strengthening the social distancing signages inside its trains. #MetroBackOnTrack #StaySafe https://t.co/7PWyoBP9y6,real
18 states reported over 900 new cases today. Nevada and Texas hit new highs. https://t.co/mb81voZYNR,real
A video by a Russia blogger who claims that a Spanish hospital he is recording is empty and that the information on the spread of the coronavirus is exaggerated.,fake
Italian president breaks down and surrenders because of the COVID-19 epidemic.,fake
A video showing medical staff in Turkey saluting citizens.,fake
"This is Rahul Gandhi & Priyanka Gandhi breaking Lock-down Regulations saying they need to visit friends. On Meerut Road, near Mohoddin pur, before Muradnagar Nahar",fake
The inventor of the PCR said his test did not work to detect viruses,fake
"Finally a INDIAN student from PONDICHERRY university, named RAMU found a home remedy cure for Covid-19 which is for the very first time accepted by WHO. He proved that by adding 1 tablespoon of black pepper powder to 2 table spoons of honey and some ginger juice for consecutive 5 days would suppress the effects of corona. And eventually go away 100%. Entire world is starting to accept this remedy. Finally a good news In 2020!! PLEASE CIRCULATE THIS INFORMATION TO ALL YOUR FAMILY MEMBERS AND FRIENDS.",fake
As of 14 July 2020 7:15pm there are 1744 active #COVID19 cases in #Vellore #TamilNadu. @MoHFW_INDIA @drharshvardhan @DrHVoffice #COVID__19 #Covid_19 #COVIDー19 #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/7OttNSQNbW,real
Please do not patronize non-official outlets for #COVID19 test The Government is working hard to improve on quick sample collection and release of test results #TakeResponsibility https://t.co/0HGgJzUNP3,real
#IndiaFightsCorona UPDATES on #COVID19 India’s 60% Total Cases in 5 Most Affected States. https://t.co/nb2WzBOZOc https://t.co/NSzDqiKU1k,real
The number of people working from home is expected to double following the coronavirus pandemic new research suggests https://t.co/DgCKvEYHBd,real
“Yesterday we conducted the highest number of #COVID19 tests &amp; recorded the highest number of positive cases in #Nigeria We have also deployed 15 rapid response teams to support 15 states This is the largest deployment of resources ever for an outbreak in #Nigeria” ~ @Chikwe_I https://t.co/xYGPQov23e,real
Our 4 pm update is published. The US has now completed tests on at least 227365 people up 44560 from yesterday's total. Note that we can only track tests that a state reports (for now). And not all states report all negative tests. For details see: https://t.co/PZrmH4bl5Y https://t.co/UfTDbrMrMG,real
A coronavirus case was confirmed in the Istanbul Medical School Hospital.,fake
"Today's update is the first produced by a team of volunteers. Thanks to everyone who helped out with data entry today! Because of this team of volunteers our numbers are now updated every few hours. You can see the latest numbers on the ""States current"" and ""US current"" tabs.",real
Brazilian army built 2000 hospital beds in 48 hours.,fake
The reason we don’t test on arrival and we wait until day 3 is that that is about day 5 of people’s journey. We know that testing then is more likely to pick up infection that earlier testing when people may be incubating the virus but not test positive.,real
Dr Uma Kumar of AIIMS gave an interview on coronavirus.,fake
CDC Partners with Bayer AG to Disinfect the Woods https://t.co/cjdykMk437 #coronavirus #covid19 #pandemic #cdc #bigpharma #roundup,fake
Everyone reacts differently to stressful situations. Finding ways to practice #selfcare can help reduce your stress during the #COVID19 pandemic. Find ways to cope with stress: https://t.co/GKZV8vsPCV. https://t.co/A1aNlN3Jdk,real
The U.S. has performed millions of coronavirus tests but returning the nation to its normal life will require far more. https://t.co/OzxSXTqvSt,real
Olympics Postponement Has Messed Up Drug Cheats' Careful Planning https://t.co/CJxrZaVBSP #drugs #coronavirus #cheating #olympicgames,fake
A growing number of states and cities are requiring a face covering for anyone leaving their home. Learn more about the best materials to make your own face mask and how to properly wear and care for them: https://t.co/oSTj2oqq3m,real
"Henry Kissinger said that population reduction should be done by vaccines ""for the common good"".",fake
"All the government’s coronavirus f**k-ups, a timeline https://t.co/ieKM99al3t",fake
Brazil’s #coronavirus crisis is out of control. https://t.co/01ODoDGGyq https://t.co/O1kzbfpREW,real
Today more than 18.5 million cases of #COVID19 have been reported to WHO and 700000 lives have been lost-@DrTedros https://t.co/4nDAlY0kAA,real
Our daily update is published. We’ve now tracked 8.4 million tests up 303k from yesterday. Note that we can only track tests that a state reports. For details see: https://t.co/PZrmH4bl5Y https://t.co/qGNhRXBgIu,real
Medical University in Vienna has published a study about Ibuprofen and coronavirus.,fake
Fans Rocked Over Elvis Posters https://t.co/dtA190XZAs #coronavirus #elvispresley #rocknroll #memphis #elvislives #gracelands,fake
604 new cases of #COVID19Nigeria; Lagos-203 Oyo-87 FCT-79 Edo-41 Osun-35 Ogun-24 Rivers-22 Kaduna-22 Akwa Ibom-20 Plateau-18 Delta-9 Ebonyi-9 Imo-8 Enugu-5 Kano-5 Cross River-5 Katsina-4 Nasarawa-3 Borno-2 Ekiti-2 Bauchi-1 38948 confirmed 16061 discharged 833 deaths https://t.co/fZgmSoSeSH,real
Cases are moving up not only because of the known hotspot states but because the surge is broadening. Nine states reported over 2000 new cases today. https://t.co/Sd3yZBqiZH,real
Prince Charles warns climate crisis will 'dwarf the impact' of coronavirus pandemic https://t.co/JZVtsAMIWN,real
963% of people deceased in Italy from COVID-19 actually died from other illnesses according to this deputy.,fake
@Chrisleenders1 @peterverhaar There is a vaccine for Coronavirus https://t.co/d5Tku7Xlhi,fake
"I am appeal @ArvindKejriwal @AamAadmiParty @narendramodi sir
Please help him or..more daily wages people, make some announcement on him.🙏
Please they haven't enough money and they are in large , please start any policy for such as people
#coronavirusindia 
@aajtak @ANI @ABPNews https://t.co/yCFFydXbEh",fake
#CoronaVirusUpdates: #COVID19 testing status update: @ICMRDELHI stated that 49551507 samples tested upto September 06 2020 720362 sample tested on September 06 2020 #StaySafe #IndiaWillWin https://t.co/emrXYHbR1w,real
NICE rapid evidence review fails to support the use of vitamin D to reduce risk or severity of COVID-19. https://t.co/8qkrSADNF2 https://t.co/q1Yr4IobdV,real
_Coronavirus has been found in broiler chicken._,fake
"???The State of Florida has announced measures that all workplaces with 10 employees or more are to have paid mandatory leave to avoid the spread of COVID-19 coronavirus starting on March 6, 2020. All schools are to close for 2 weeks also from March 6th.??�",fake
If you have fever cough loss of taste or smell or certain other symptoms you might have #COVID19. If you think you might have COVID-19 or think you may have been near someone who has COVID-19 contact a healthcare provider for medical advice. https://t.co/SNXT5hRhQt https://t.co/ZAjfHKEnKM,real
#IndiaFightsCorona: With 925383 tests conducted in the last 24 hours the Tests Per Million have seen a sharp rise to 26685. Details : https://t.co/HY1mUPLkPC @MoHFW_INDIA @drharshvardhan @ICMRDELHI @PIB_India @DDNewslive @airnewsalerts #StaySafe #IndiaWillWin,real
I see. Treatments are “unproven and maybe dangerous” but any and all Warp Speed vaccines should be mandated w out ANY safety history. Got it. https://t.co/8XaVMTgqjv,fake
Returning to the California situation: the state has averaged just 2050 completed tests over the last 7 days. This is troubling for the largest state by far in America. https://t.co/hKiWb0NqZV,real
Yesterday WHO the @UNDP and @Georgetown University launched the #COVID19 Law Lab a database of laws that countries have implemented in response to the pandemic-@DrTedros https://t.co/OPZmmodye1,real
"CDC urges Americans to stay safe by doing opposite of everything Trump says

https://t.co/glMOT1OWei #coronavirus #COVID19 #pandemic https://t.co/h19F8DAqiS",fake
Using cypress and eucalyptus vapor as a treatment against COVID-19 works.,fake
"The UK government should hold off on introducing #COVID19 restrictions until mid-winter as there is often ""a significant rise in deaths"" in January Professor Carl Heneghan of the @CebmOxford has told Sky News. Get the latest #coronavirus updates: https://t.co/sh4Hj0xuSX https://t.co/ugMNN0vVle",real
Tomorrow the Review Committee of the International Health Regulations will begin its work. The International Health Regulations is the most important legal instrument in global health security-@DrTedros #COVID19 https://t.co/1zoGHShNb0,real
Wuhan Spelled Backwards = Nahuw (No Way José) Coronavirus Didn’t Start Here https://t.co/zZMGVTsqgT #coronavirus #richardnixon #napoleon,fake
RT @BloombergQuint: #Hydroxychloroquine is recommended only for a healthcare worker who is treating a #COVIDー19 patient. Secondly it's rec…,real
This is the regional picture for hospitalizations. The South is approaching the Northeast’s peak number of 35001 on April 14. And just a note: We’re still seeing some erratic hospitalization numbers for some states. https://t.co/RfetMavs0n,real
Alabama reported over 1000 new daily cases for the first time. https://t.co/M7fZuCitmK,real
"""Take a few sips of water every 15 minutes at least ... drinking water or other liquids will wash"" the coronavirus ""down through your throat and into the stomach. Once there, your stomach acid will kill all the virus.""",fake
Restaurant and bar owners: Have you planned what to do if a staff member gets sick with #COVID19? CDC offers tips to protect the health and safety of staff and customers. Tips here: https://t.co/IgH6uA8oHa. https://t.co/pfgSVupyfE,real
"Coronavirus patients are being ""cremated alive"" in China.",fake
New forecasts show the US will likely report more #COVID19 deaths in the next 4 weeks than in the previous 4 weeks. This includes an increase in deaths in 25 states &amp; 1 US territory. Between 160000 &amp; 175000 total deaths are expected by Aug. 15. See more: https://t.co/Ft6cgmaMPX https://t.co/D5ctNr4xFQ,real
Ancient herbal drink is an effective remedy for the novel coronavirus.,fake
Update from the @minhealthnz Today there are no new cases of COVID-19 to report.​ ​ Our total number of active cases is 21. It has now been 85 days since the last case of COVID-19 was acquired locally from an unknown source.,real
Our total number of confirmed cases of COVID-19 is now 1425 which is the number we report to the World Health Organization. Yesterday our laboratories processed 3991 tests for COVID-19 bringing the total number of tests completed to date to 818629.,real
Man's Hands Are The Cleanest In Southeast Asia https://t.co/Yb3tgYYa4C #health #coronavirus #hands,fake
When you travel take steps to slow the spread of #COVID19. Learn more at https://t.co/4aj6MR4uOn. https://t.co/NWoNmX5U6c,real
Our updated approach to testing also includes testing everyone in managed isolation twice during their stay whether symptomatic or not and surveillance testing of people working in managed isolation facilities and around the border.,real
@swintersections Hello yes it is coming! We have been working on it and the website will be updated soon. The advice is that if you are high-risk you should stay home if you can at Alert Level 2 - so if you can work from home continue to do so.,real
Text claims that the North Macedonian Minister of Health Venko Filipce at a press conference held that day (21 May 2020) said that the patients infected with COVID-19 may have to pay a fee (co-payment) for hospital treatment.,fake
“As we are all aware Lagos and Abuja have the majority of confirmed cases in Nigeria. Our focus therefore remains to urgently and drastically contain these cases and to support other states and regions in the best way we can.” @MBuhari on #COVID19Nigeria,real
RT @factchecknet: After launching #COVID19 chatbots for @WhatsApp in English Spanish and Hindi @factchecknet is proud to announce a 4th l…,fake
"I know it doesn't feel like it but this virus will pass. It won't last forever. First Minister Nicola Sturgeon thanks the people of Scotland for the ""sacrifices"" they have made so far. Get the latest on the new restrictions: https://t.co/ujGUetzYDa https://t.co/xHoi8W9vi8",real
Drink water every 15 minutes to avoid coronavirus.,fake
WHO warns against consuming cabbage to prevent COVID-19,fake
“The differences of IHME and Covid Act Now projections are the expected result of different approaches to modeling the early and incomplete data .. As more is learned ..both models will converge on the correct answer.” Why two models are better than one: https://t.co/h7pqlafrXU,real
"@SenateDems Experts said: minimum of 2.2 MILLION would die.

CDC says 6% died from COVID.

China and WHO lied to the World. China flew infected people out internationally while banning domestic travel and welding doors shut during Wuhan lockdown.

Wuhan Virus deaths low in S Korea due to HCQ",fake
@susankilfoy @Teddysmom1 Is he stupid? What am I saying? We know he’s stupid. A vaccine that has been rushed and not thoroughly checked out by science? I’d rather take Lysol.,fake
Reduced retail activity and a temporary reduction in coin production both due to COVID-19 caused a national coin shortage. The shortage was not part of a plan to eliminate paper money. https://t.co/fxP7Cq5Lvl,fake
Obama Calls Trump’s Coronavirus Response A Chaotic Disaster https://t.co/DeDqZEhAsB,fake
Angela Rayner says the government's figures show an average of 62000 coronavirus tests are conducted daily and asks how the Prime Minister can explain this. PM insists tests are up to 240000 a day this week. Follow #PMQs live: https://t.co/Z3vlMLXetQ https://t.co/EFNjvIrd5m,real
Fox News Report on US President Trump testing positive for COVID-19.,fake
Coronavirus: UK excess deaths could hit peak levels 'by November' without action https://t.co/IqhkciFprG,real
A Tiger in the Bronx Zoo Tests Positive for the Coronavirus https://t.co/7RibduigJ6 #coronavirus #tigers #bronxzoo #zoodirector,fake
In the backdrop of the lockdown videos of wild animals taking over the roads are surfacing on the internet. Among them a set of pictures of a herd of deer is doing the rounds on social media claiming that these pictures are from Lake Club Chandigarh.,fake
@InfoInterest Kia ora the 350 probable cases are part of our total number and have returned a negative test but were still considered a probable or suspected case of Covid-19. This probable case has now returned a positive test and they are currently in Quarantine.,real
"How right-wing extremists, libertarians and evangelicals built Quebec's movement against COVID-19 restrictions | CBC News https://t.co/d8L3GLlzLQ",fake
A WhatsApp forward claims that the COVID-19 vaccine is ready was announced by U.S. President Donald Trump and will be launched next Sunday. It also claims that the vaccine discovered by the U.S. scientists can cure a COVID-19 infected patient within 3 hours. With the WhatsApp forward the alleged image of the vaccine is also being shared.,fake
#IndiaFightsCorona: India has registered the highest recoveries in a single day. 68584 #COVID19 patients have recovered in the last 24 hrs. India’s Case Fatality Rate is below the global average (3.3%) stands at 1.75% today. Details: https://t.co/eVvXr0CWVc #StaySafe https://t.co/Pl1nLNgpor,real
Indian Government has issued a guideline to monitor citizens' activity; their call and social media handles will be under surveillance.,fake
Claim: India began screening travelers from #COVID19-affected nations before it had a single case: PM Modi Fact: 20 countries had cases by January 30 when India reported first case. Yet India was screening travelers only from China Hong Kong https://t.co/2cAogENFur,fake
RT @MoHFW_INDIA: #CoronaVirusUpdates 5 States contribute 60% of total #COVID19 cases 62% of #active cases and 70% of total #fatality repo…,real
“In the absence of a vaccine to prevent #COVID19 we have to focus on non-pharmaceutical interventions such as using face masks physical distancing and frequent hand washing” ~ @beeodune on @HitFMCalabar Join the ongoing conversation live👇🏽 https://t.co/gDgQRYTIAS https://t.co/h05Pzr2ZDx,real
It is severe cases of #COVID19 disease that cause acute issues for health societies &amp; economies. They are the ones leading to overwhelmed health systems to fear &amp; loss of confidence and in turn to social &amp; economic disruption. https://t.co/rl7GY6cduh,real
Anyone on the flight or in the facility at the same time as the cases are being treated as if they are close contacts. They will all be tested and isolated until a negative result is received.,real
Countin’ Flowers On The Wall - Nothin’ To Do But Die Of Boredom https://t.co/aknF4Z5Azz #donaldtrump #coronavirus #augustamasters,fake
18 states posted record highs for new cases since Sunday 35% of US states. https://t.co/4qR9G9LkgL,real
1/2 A list of states/territories in which African American COVID deaths substantially exceed the community's share of the population: Alabama Arkansas California Colorado Connecticut D.C. Florida Georgia Illinois Indiana Kansas Kentucky Louisiana Maryland Michigan Mississippi,real
"NCAA searching for new ways to exploit student athletes after cancellation of March Madness #Covid_19 #MarchMadness 
https://t.co/oyGSomOCOF https://t.co/mslndpUSWw",fake
"We're months into this pandemic and still don't have proper testing, PPE, or clear nationwide guidance. Instead, Donald Trump:

- Pushes dangerous, disproven drugs
- Stands in the way of the CDC
- Refuses to wear a mask

He is failing even the most basic test of leadership.",fake
Coronavirus: Trump warns US death toll could hit 100000 https://t.co/m1r4hCvEjf,fake
Both NSW Premier @GladysB and Vic. Health Min. @JennyMikakos have compared #COVID19 testing rates in their states favourably with the world. We found Ms Berejiklian's claim to be overblown and Ms Mikakos's claim to be a fair call. Here's why: https://t.co/IpxcVWXhu2 #factcheck https://t.co/ZSEmCsKgp1,fake
Italy has discovered that COVID-19 is a bacterium rather than a virus.,fake
#CoronaVirusUpdate #IndiaFightsCorona India’s #COVID19 Recovery Rate scales a peak too races past 73% https://t.co/lmR9xro4wi https://t.co/WyxDaW6flw,real
Updated on May 20: More than 1.5 million cases of #COVID19 have been reported in the U.S. 29 states report 10000+ cases. You can now find the number of cases by age group: https://t.co/wiuFBKR3Uh https://t.co/qmWpnnog2y,real
#FakeNewsAlert :: Now @ZeeNews publishes a misleading story claiming @BharatBiotech has already created a vaccine for #COVID2019 . Raches Ella the Head of BD for the company helps us #FactCheck the claim. https://t.co/DEPzm2TSlE,fake
Major League Baseball Gains a Big Sponsor https://t.co/BFwVGCmPhN #coronavirus #baseball #majorleaguebaseball #sponsors,fake
Photos show masses fleeing Myanmar for Thailand due to coronavirus pandemic,fake
Is Coronavirus An Invasion From Outer Space? https://t.co/CdtZAaof56 #dwaynejohnson #gregorypeck #onthebeach,fake
Four people are in hospital with COVID-19 – one each at Auckland City and North Shore hospitals and two in Middlemore. All four patients are in isolation on a general ward.,real
#CoronaVirusUpdates #IndiaFightsCorona India conducts a record high of more than 8.3 lakh tests for #COVID19 in a single day. Week-wise average daily tests saw a sharp increase from around 2.3 lakh in the first week of July '20 to more than 6.3 lakh in the current week. https://t.co/bFVShH7hNZ,real
It should be obvious now but the large numbers of new cases in these states are not just due to testing. Florida and Georgia have positivity rates well beyond 10%. Only Arizona has a higher positivity rate than Florida right now. https://t.co/ovxcUPtGpp,real
#Connecticut is the newest state to join others in green on our COVID risk map. Cases are steadily decreasing and Connecticut’s COVID preparedness meets or exceeds international standards. https://t.co/7d8Etktm12,real
The number of people in the UK who have tested positive for #coronavirus has increased by 3330 official figures show https://t.co/7oSxwz9xmd,real
RT @MoHFW_INDIA: #IndiaFightsCorona India has scaled yet another peak! More than 12 lakh samples tested in the past 24 hours. Cumulative…,real
"Roberto Gazolla a COVID-19 reference hospital in Rio de Janeiro Brazil is empty. Photos ""prove"" there was no one at the areas open to the public like the entrance hall.",fake
Everyone has a role to play to reduce and slow transmission of #COVID19. Social distancing is one way to prevent the spread of COVID-19. This means avoiding crowded places and maintaining distance from others. More prevention tips: https://t.co/bUyobRpOe4. https://t.co/FTEFSwSoHo,real
Migrant labourers in the state of Gujarat are protesting amidst the lockdown.,fake
NEWS! Woman who made online friend during lockdown horrified at suggestion they actually ‘meet up’ https://t.co/xVEAAQhRMp https://t.co/YADnqBx2xJ,fake
_Israel has found a cure and a vaccine for coronavirus._,fake
???CDC announces that students may be kept from parents overnight as Ohio sets up COVID-19 FEMA camps.??�,fake
#IndiaFightsCorona: Major highlights of this week: More than 4.5 crore tests conducted so far. In the last 24 hrs more than 11 lakh samples have been tested. No. of recovered patients crossed 29 lakhs. #Unlock4 guidelines issued by @HMOIndia: Secretary @MoHFW_INDIA https://t.co/XGv83fdrLm,real
Update from the @minhealthnz Today there are no new cases of COVID-19 to report in New Zealand.​⁣ ​⁣ It has now been 82 days since the last case of COVID-19 was acquired locally from an unknown source. The total number of active cases in New Zealand remains at 27.​⁣,real
@Aintropy Per-capita numbers are obviously important—and we use them in some cases. But because COVID can spread quickly absolute numbers are also important.,real
States reported 619 deaths. The 7-day average fell to 556. https://t.co/FoymaF05NK,real
There are 77 people linked to the community cluster who remain at the Auckland quarantine facility which includes 60 people who have tested positive for COVID-19.,real
A message claiming that posting anything related to coronavirus on social media has been declared a punishable offence has been doing rounds on various messaging apps.,fake
"In 2017 Dr. Shi from Wuhan Institute of Virology Claimed She Kept a Large Reservoir of Bat Viruses and Related Vaccines 

https://t.co/gHXM0F2sCV

#COVID19 #coronavirus",fake
_A video of a girl collapsing in a store because she was affected by coronavirus._,fake
As at 24th April Nigeria has recorded #COVID19 confirmed cases in 27 states and the Federal Capital Territory In the last 24 hoursnumber of new cases increased by 114. Number of deaths increased by 1 5 cases previously recorded in Lagos are now recorded as Ogun state cases,real
COVID-19 is sparing essential workers.,fake
@weare_spartan @MENnewsdesk @RebeccaDayMEN I did read that people who have good levels of vitamin D had 98% less chance of severe Covid. It’s worth supplementing.,fake
#Muradabad #Lockdown2 #coronavirusindia #COVID19Pandemic https://t.co/6SlsDvAE0U,fake
_Israel has no cases of the coronavirus because it developed a cure._,fake
#CoronaVirusUpdates: State-wise details of Total Confirmed #COVID19 cases (till 1 September 2020 8 AM) ➡️States with 1-10000 confirmed cases ➡️States with 10001-90000 confirmed cases ➡️States with 90000+ confirmed cases ➡️Total no. of confirmed cases so far https://t.co/94zcXMl97S,real
Florida’s refusal to report current COVID-19 hospitalization numbers leaves us without a critical data point for one of the worst outbreaks of the summer surge. https://t.co/XTzKg8cY7j,real
Following an article published in @australian some including Liberal politicians continued to imply a causal link between BLM protests and Melbourne's #COVID19 increase. But there's still no evidence protesters caused the increase. #CoronaCheck: https://t.co/jFwOCKjOOy https://t.co/8YjWSCC8VW,fake
#Dialysis patients hit hard by #COVID19 with a mortality rate of ~ 20%. https://t.co/MrStNCiJma,real
Dr. Bilgehan Bilge's claims about the use of masks,fake
India surpasses Russia to become the third worst-affected country worldwide after the United States and Brazil: John Hopkins University. Maharashtra government allows reopening of hotels and lodges outside containment zones from 8 July. #COVID19 #coronavirusFacts https://t.co/3Ms7InEJRK,fake
Our number of newly reported COVID-19 deaths includes 322 deaths in Texas as the state reported today. However Texas also removed 200+ deaths from its cumulative totals due to an “automation error” so the cumulative counts on https://t.co/PZrmH4bl5Y reflect this adjustment.,real
NEWS! ‘I don’t need Wetherspoons to reopen’ says man with a barrel of warm piss in his shed https://t.co/XPctYx8DgX https://t.co/NC9wF0i81Q,fake
#IndiaFightsCorona: With Indian Startups coming forward we've been able to deploy large number of indigenous kits wherein they have brought down costing of #COVID tests. RT-PCR Testing kits cost around Rs. 2000 in March; now it is Rs. 300 @ProfBhargava DG @ICMRDELHI https://t.co/RkvUDprntI,real
_Bill Gates' coronavirus vaccine developed by Oxford researchers caused all test subjects to get coronavirus._,fake
Peeping Tom Thrives as Millions Are Ordered to Shelter in Place https://t.co/Mk6i3daR9g #coronavirus #privacy #covid19 #peepingtom,fake
RT @PMOIndia: These hospitals have 125 ICU beds with ventilators and 375 normal beds each. Each bed also has oxygen supply. The doctors and…,real
???At John Lewis funeral Obama told a room full of people that rooms full of people is too dangerous so we must mail in vote.??�,fake
The UK has reported 4368 new #COVID19 cases - up from 3899 on Sunday. Click below👇to follow live today's events live https://t.co/j2gkYZX3TC,real
People who are sick with coronavirus continue to be injected with sea water. Many have been saved.,fake
Supporting healthcare providers and patients during &amp; after the #COVID19 pandemic is a CDC priority. A new framework can help #clinicians &amp; facilities prioritize necessary healthcare visits for patients whose care should not wait. https://t.co/QWaP6bq9zz https://t.co/LXZbepPb7Z,real
RT @PIBMumbai: “Those who recover from infection also should follow #COVID19 appropriate behaviours” Results of country-level sero-survey…,real
Staff at the isolation facility who had close contact during the period the women were there will be stood down and tested. Footage from the period when the women transited through Customs and Immigration at Auckland Airport is also being reviewed.,real
NASA satellite videos have shown that the coronavirus is retreating in India.,fake
RT @arielbogle: Just got another question about this. The Google API does not surreptitiously install COVIDSafe on your phone. Governments…,fake
Pence said that amid the COVID-19 pandemic President Trump forged a “seamless” partnership with governors. He spoke to governors but he also often bashed them. Mostly False: https://t.co/XdfM4F80BX https://t.co/UQRBEifm0f,fake
An Instagram post is claiming Covid-19 tests tainted with coronavirus have been in circulation for “many months”.,fake
Fact Check: Neither The Viral Post On Coronavirus (COVID-19) Is From UNICEF Nor It Is Accurate,fake
📢#COVID19Nigeria UPDATE Measures for Easing of Lockdown Phase 2 🕘Curfew from 10pm to 4am 🕌Restricted opening of religious centres ⛪Funerals limited to 20 people 🧤No use of latex gloves for non-medical purposes CLOSED: Schools bars gyms cinemas restaurants &amp; nightclubs https://t.co/yB16z6yyBD,real
"India beats RUSSIA.! 13m Indians don't hv right 4 COVID 19 tests free .! W/o Efficient Health infra V Can't control Community Spreader.!Low Income Poor's,Elders More Vulnerable,facing Stigmas &amp; living in frustration @MoHFW_INDIA hang their Heads in shame @indSupremeCourt https://t.co/C4ifxCK4ri https://t.co/mWxTa6r0Z0",fake
College students are not at risk of being hospitalized for COVID-19.,fake
"Says Dr. Anthony Fauci's name appears on ""4 U.S. patents for a key glycoprotein??� used to ???create the current COVID-19 epidemic.??�",fake
Burglars Suffer Corona Crash https://t.co/KQXqwjIEbe #criminals #appeal #crook #burglars #breakin #goingbust,fake
"In Italy, 232 children have died from COVID-19",fake
#IndiaFightsCorona India reports more than 90000 recoveries for the 3rd successive day. Total Recovered cases close to 43 Lakh- highest in the world. India's Recovery Rate crosses the landmark of 80%. https://t.co/E7bi6AadHR https://t.co/YGJBMVFu9Y,real
The latest update from the Prime Minister and Director-General of Health:⁣ ⁣ • Today we are reporting no new confirmed cases of COVID-19.⁣ ⁣ • Today’s combined total of confirmed and probable COVID-19 cases remains at 1497.⁣ https://t.co/Q3EYltAA8u,real
"Not only does the Trump Administration want to take away health coverage for millions in the middle of a pandemic, but now they want to let people go hungry, too. Their cruelty truly knows no bounds. https://t.co/12JpuMOXEH",fake
Georgia is particularly worrisome. The state had not seen a large rise in reported deaths despite rising infections and a steep hospitalization curve. Today the state reported its second-highest deaths since the beginning of the pandemic and the highest number since April 7. https://t.co/XUz1nnA1bl,real
Public broadcast RTVE published a map of coronavirus cases in Spain that in fact was a map of penis' average size in different regions.,fake
This video shows an FBI raid into a synagogue to requisition medical devices.,fake
This is the same pattern we saw for cases and hospitalizations over the last couple months. Compare Arizona New Jersey New York and Texas. https://t.co/Uz6d2aQ9LU,real
📢#CoronaVirusUpdates: 📍#COVID19 India Tracker (As on 15 September 2020 08:00 AM) ➡️Confirmed cases: 4930236 ➡️Recovered: 3859399 (78.3%)👍 ➡️Active cases: 990061(20.1%) ➡️Deaths: 80776 (1.6%) #IndiaFightsCorona #IndiaWillWin #StaySafe Via @MoHFW_INDIA https://t.co/hIf5qyQa2V,real
CDC Briefing Room: Dr. Nancy Messonnier gives an update on #COVID19. For more info visit https://t.co/1ifchVQ9jm https://t.co/50P7N2OoV4,real
RT @CDCDirector: New in @CDCMMWR: CDC &amp; academic partners narrow timeline of when #COVID19 limited community transmission likely started in…,real
"The ""proper"" way to wear a surgical mask is blue side out if you are sick and white side out if you do not want to be infected by the virus.",fake
No Oklahoma didn’t have a 100% positive test rate for COVID-19 after @realDonaldTrump's Tulsa rally. https://t.co/lWDlzNIm7F https://t.co/8xvWxe8n4b,fake
Claim that supermarket workers are required to have a flu vaccination or face dismissal.,fake
We still have 16 significant clusters. ⁣ ⁣ There are no additional deaths to report. ⁣ ⁣ The total number of tests completed to date is 223937 an increase of 7150. ⁣⁣ ⁣ For more information visit https://t.co/lMxK7D7Ulo,real
A student from Pondicherry University has found a home remedy for COVID-19 that has been accepted by World Health Organization (WHO),fake
As of 26th July 2020 three districts with the highest active #COVID19 cases in #Maharashtra are: ▪️ #Pune: 48180 ▪️ #Thane: 36174 ▪️ #Mumbai: 22536 #COVID__19 #Covid_19 #COVIDー19 #COVID #CoronaUpdates #CoronavirusIndia #CoronaVirusUpdates #coronavirus #COVIDUpdates https://t.co/JBKUaZzOVE,real
